New mode =, SurroundingModel , dataset_limit=,1500,estimation_limit=,300,estimation_dist=,0.9,estimation_min_group_size=,15,threshold_hit=,0,threshold_distance=,0.5,hit_score=,1,miss_score=,-4,hit_position=,0.5,miss_position=,0.9,nearest_sum_n=,2,queue_sum_n=,1,input_coef_avg_best=,0.1,output_size_avg_best=,0,random_sample_coef=,0.4,input_size_avg_worst=,1500,output_coef_avg_worst=,0
195,2.7302,1.9532,0.502333,8.41113,13.4967,0.418411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2.61836,1.88056,0.485124,8.38277,13.4523,0.438265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2.66051,1.95263,0.477292,8.29597,13.4308,0.425833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2.48554,1.702,0.489928,8.28483,13.4779,0.415367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2.78105,1.9826,0.484009,8.24044,13.478,0.398417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2.6755,1.92388,0.486773,8.24044,13.478,0.398417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,-0.0890739,3.87162,0.341804,8.28347,13.6014,0.402787,3.75013,1.34357,0.530171,,,,,,,,,,,,,,,,,,,,,,,,,,
202,-0.0781152,3.85259,0.352893,8.29354,13.5784,0.41084,3.71408,1.28973,0.535598,,,,,,,,,,,,,,,,,,,,,,,,,,
203,-0.0241986,3.86622,0.356452,8.30797,13.6105,0.411337,3.73218,1.25918,0.533103,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2.67345,1.97872,0.502105,8.24165,13.7043,0.388318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2.43255,2.02955,0.498176,8.20054,13.6921,0.405061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2.15056,1.91892,0.490037,8.23192,13.7448,0.404645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2.33872,2.16707,0.490252,8.31952,13.6684,0.413106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.99622,1.9695,0.491589,8.34066,13.1916,0.456212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2.01419,1.95069,0.491863,8.38629,13.45,0.438429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2.00691,1.95738,0.486365,8.46111,13.4727,0.455968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2.04948,1.94186,0.494702,8.45324,13.4463,0.44965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2.01584,1.96147,0.488419,8.50531,13.6958,0.46529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2.01584,1.96147,0.488419,8.50441,13.7941,0.464253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2.01584,1.96147,0.488419,8.51242,13.8083,0.465991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2.02397,1.97332,0.488099,8.50875,13.8235,0.456213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1.78655,1.99327,0.474397,8.51481,13.8972,0.461532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1.81406,2.03653,0.470134,8.61401,14.3847,0.464497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.83062,2.02196,0.473247,8.64368,14.1929,0.468262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,-0.00491604,3.73777,0.368926,8.45675,14.6465,0.488859,2.82575,-0.767538,0.535117,4.46197,3.10255,0.552936,,,,,,,,,,,,,,,,,,,,,,,
220,-0.00491604,3.73777,0.368926,8.37847,14.9497,0.492372,2.94456,-0.619147,0.555107,4.49543,3.0137,0.561914,,,,,,,,,,,,,,,,,,,,,,,
221,-0.0248642,3.71679,0.365428,8.45836,14.9124,0.480873,2.94456,-0.619147,0.555107,4.5197,3.0028,0.555521,,,,,,,,,,,,,,,,,,,,,,,
222,-0.0356593,3.74632,0.358197,8.5493,14.9732,0.493267,2.97217,-0.618149,0.540306,4.49076,3.0329,0.524091,,,,,,,,,,,,,,,,,,,,,,,
223,-0.0426961,3.74152,0.372991,8.513,14.913,0.493639,2.97217,-0.618149,0.540306,4.50316,2.95591,0.525222,,,,,,,,,,,,,,,,,,,,,,,
224,-0.149347,3.65962,0.361823,8.40075,14.5593,0.466982,2.93574,-0.614793,0.538653,,,,,,,,,,,,,,,,,,,,,,,,,,
225,-0.134827,3.72571,0.355303,8.42423,14.4972,0.477453,2.88781,-0.659737,0.54037,,,,,,,,,,,,,,,,,,,,,,,,,,
226,-0.141495,3.72122,0.360099,8.53419,14.0399,0.451946,2.51674,-0.651481,0.543067,4.1533,4.27301,0.493497,,,,,,,,,,,,,,,,,,,,,,,
227,-0.148531,3.72664,0.362942,8.25774,14.1865,0.470064,2.51674,-0.651481,0.543067,,,,,,,,,,,,,,,,,,,,,,,,,,
228,-0.155207,3.75037,0.357487,8.17649,14.0044,0.465469,2.51674,-0.651481,0.543067,,,,,,,,,,,,,,,,,,,,,,,,,,
229,-0.125794,3.7277,0.369671,8.13421,14.0491,0.447098,2.51674,-0.651481,0.543067,,,,,,,,,,,,,,,,,,,,,,,,,,
230,-0.131682,3.75312,0.36421,7.90716,14.5124,0.473622,2.51674,-0.651481,0.543067,,,,,,,,,,,,,,,,,,,,,,,,,,
231,-0.135788,3.79288,0.357674,8.06046,14.7428,0.467503,2.54295,-0.675874,0.526589,,,,,,,,,,,,,,,,,,,,,,,,,,
232,-0.135788,3.79288,0.357674,7.94901,14.5586,0.46136,2.47499,-0.655459,0.542377,,,,,,,,,,,,,,,,,,,,,,,,,,
233,-0.135788,3.79288,0.357674,7.96519,14.4847,0.455737,2.48758,-0.610096,0.531468,,,,,,,,,,,,,,,,,,,,,,,,,,
234,-0.159088,3.79787,0.351561,7.75536,14.3819,0.477794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,-0.214519,4.17149,0.392681,7.95021,14.4895,0.470101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,-0.314364,4.1372,0.398757,7.95021,14.4895,0.470101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,-0.323948,4.15158,0.394012,7.94265,14.5509,0.465687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,0.349679,4.15958,0.414712,8.09775,14.5487,0.477447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0.290394,4.14569,0.403681,7.88669,14.4031,0.481405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0.520227,4.09106,0.415147,8.4602,14.4103,0.460924,6.4304,15.3149,0.446867,,,,,,,,,,,,,,,,,,,,,,,,,,
241,0.546728,4.07674,0.40095,8.4666,14.3899,0.454225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,0.704098,4.10396,0.413524,8.61593,14.2668,0.470836,-3.57663,4.69904,0.553082,,,,,,,,,,,,,,,,,,,,,,,,,,
243,-0.0160491,4.23181,0.430461,8.42204,14.1892,0.452142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0.0592258,4.14556,0.422493,8.39373,14.1004,0.443109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0.706956,3.91646,0.408766,8.28236,13.6467,0.449132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0.714164,3.92059,0.4097,8.27421,13.6605,0.44143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0.719126,3.90342,0.403198,8.2666,13.631,0.46129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,0.155405,3.93639,0.416377,8.22944,13.7796,0.441591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,0.860347,4.09738,0.408545,8.22038,13.7709,0.449688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,0.680563,4.18401,0.430377,8.23353,13.828,0.439963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,0.650124,3.92364,0.424085,8.18426,13.7932,0.438091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,0.860873,3.98055,0.403968,8.20894,13.5011,0.448544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0.583728,4.04328,0.410455,8.22711,13.4827,0.446407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,0.80938,3.99245,0.412742,8.20446,13.4787,0.453675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,0.742172,3.97123,0.405407,8.15983,13.4536,0.441737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0.65484,3.95481,0.397031,7.98117,13.72,0.450645,-4.30795,5.32433,0.564542,0.851955,7.61309,0.559579,,,,,,,,,,,,,,,,,,,,,,,
257,0.53176,3.88866,0.397467,8.02287,13.74,0.447348,-4.3855,5.50852,0.52797,,,,,,,,,,,,,,,,,,,,,,,,,,
258,0.429008,3.93299,0.385558,8.20146,14.0164,0.516899,-4.9329,5.55752,0.471279,0.140827,8.30289,0.522462,,,,,,,,,,,,,,,,,,,,,,,
259,0.346182,3.94448,0.392418,8.00817,13.8322,0.485674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,0.233794,3.97832,0.398622,8.00817,13.8322,0.485674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,0.311793,3.99711,0.381411,7.89226,13.7821,0.475479,0.964566,8.02098,0.554004,,,,,,,,,,,,,,,,,,,,,,,,,,
262,0.291936,4.0249,0.393891,7.89226,13.7821,0.475479,1.07734,8.10234,0.626493,,,,,,,,,,,,,,,,,,,,,,,,,,
263,0.287646,3.99758,0.376543,7.75237,13.9622,0.434071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,0.257164,3.97362,0.371703,7.71226,14.04,0.414015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,0.355851,3.96733,0.392907,7.69424,14.0589,0.410273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,0.248196,3.96416,0.382699,7.70115,14.0394,0.404009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,0.261147,3.95714,0.387952,7.74856,14.0096,0.419123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,0.225825,3.95483,0.386118,7.25417,14.6412,0.435761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,0.267315,3.9321,0.390042,7.39376,14.4507,0.427746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,0.245591,3.93125,0.382956,7.82093,13.9836,0.439666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,0.242445,3.93748,0.39093,8.11604,13.667,0.417834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,0.262342,3.82775,0.395091,7.80509,13.998,0.442923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,0.217446,3.90765,0.397106,7.9801,13.8991,0.419112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,0.183583,3.88569,0.39043,8.24422,13.5212,0.438119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0.187313,3.89584,0.391206,8.19432,13.4832,0.449587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0.224643,3.89711,0.382658,8.21777,13.4842,0.445896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,0.225999,3.90034,0.377808,8.22439,13.4796,0.441305,1.89894,-4.29051,0.40761,,,,,,,,,,,,,,,,,,,,,,,,,,
278,0.184428,3.91469,0.382567,8.21588,13.4622,0.441108,15.0394,4.94147,0.462668,,,,,,,,,,,,,,,,,,,,,,,,,,
279,0.210984,3.92012,0.383651,8.27028,13.3848,0.448243,15.2159,4.98533,0.452025,,,,,,,,,,,,,,,,,,,,,,,,,,
280,0.191623,3.91405,0.393733,8.24787,13.4635,0.448763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,0.137304,3.88081,0.388044,8.2429,13.4511,0.446044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,0.146845,3.88804,0.381493,8.1939,13.3473,0.434443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,0.222869,3.88949,0.385671,8.14547,13.3,0.44092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,0.275108,3.88977,0.378529,7.78932,13.3423,0.426637,2.79672,-3.93314,0.466846,,,,,,,,,,,,,,,,,,,,,,,,,,
285,0.194456,3.91014,0.379347,7.95286,13.4038,0.455221,5.83718,16.6221,0.426388,,,,,,,,,,,,,,,,,,,,,,,,,,
